artist_name	track_name	release_date	genre	lyrics	topic
carrie underwood	that song that we used to make love to	2018	country	wanna hear stupid play repeat cause take place lay body drink like wine wanna feel bass rattle bone cause know leave haunt baby wrong delete phone song song kill heal get thrill know shouldn wanna play song yeah know contradict say wanna turn lyin pull sheet head drift dreamin baby breath song song kill heal get thrill know shouldn wanna play song song song song song yeah repeat repeat repeat repeat song song break make wanna hear song song kill heal get thrill know shouldn wanna play song song song song song yeah song song song song song song song song song song yeah	lifestyle
rival sons	feral roots	2019	blues	mountain bear tree wind bring song feral lead claim say eye open teach dream awake speak branch break tell feral root call home feral root call home book tear word understand elders tell ones write human hand believe true truth write truth word command body grow mind remain feral root call home feral root call home feral root call home feral root call home feral root call home feral root call home feral root call home feral root call home	lifestyle
ryan stevenson	with lifted hands	2018	rock	taste world offer go leave want satisfy father forgive take long need heartbeat chest lord surrender days come days past give lift hand lift hand deserve lyric commercial	personal
ty segall	i worship the dog	2019	blues	teeth tongue melt hear leather fists see pavement door watch enter clear rabbit worship teeth tongue melt hear leather fists see pavement door watch enter clear rabbit worship	dark
tedeschi trucks band	within you, without you	2017	blues	talk space people hide wall illusion glimpse truth late pass away talk share best hold save world know realise change small life flow talk go cold people gain world lose soul know see peace mind wait time come life flow	personal
larkin poe	look away	2017	blues	lord rage mirror look chain dream backyard bird sing come peace mind lord forget tell truth crosshairs like diehard need prayer hand piece gonna rise haah gonna rise haah body feel weak time gonna rise haah gonna rise haah know leave look away look away look away look awayee look away look away look away look awayee white eye spill pin fangs cottonmouth put set grind flip like juggernaut white eye gotta clear clear gonna disappear rush blood give slam shut ricochet like gunshot gonna rise haah gonna rise haah body feel weak time gonna rise haah gonna rise haah know leave know leave look away look away look away look awayee look away look away look away look awayee look away look away look away look awayee look away look away look away look awayee look away look away look away look awayee look away look away look away look awayee mmhmmmm mmmm mmmm mmmmmm oohhhhh	sadness
henace	at dizzy's	2019	jazz	catch night night dream light light home best dress try impress fight dark torture soul search heart follow follow light follow follow light follow follow light follow follow light follow follow light till home adventure run faster hand hand hold tight understand dark trouble mind spark follow follow light follow follow light follow follow light follow follow light follow follow light till home till home till home cause follow follow light follow follow	dark
pacific dub	what you like	2018	reggae	girl mind come come tonight twice come things baby stay leave eye look understand lend hand like time walk door despite wait wait wait hate despite wait wait beg darling knees twice come things baby stay leave eye look understand lend hand like time walk walk despite wait wait wait hate despite wait wait despite wait wait wait hate despite wait wait	lifestyle
legado 7	el afro (en vivo)	2016	pop	woman hold head cry cause shoot street die stray bullet woman hold head cry explain passer woman wonder work know wager dead gift life cry good thing wrong good cry woman hold head cry cause shoot street die woman hold head cry comfort pass complain fight cry good woman turn thing wrong catch guilty shoot streets good good mama cry cry good kill child like kill child like cry good thing wrong good woman hold head cry cause shoot street die woman hold head cry comfort pass complain fight cry good woman turn thing wrong catch guilty shoot streets good good mama cry cry good kill child like kill child like cry good thing wrong good	dark
midland	this old heart	2017	country	drown givin good draggin live life like country song long lonesome world class benders folsom feel like little opportunity need heart kick heart need little wreck affection love little ache heart heart heart need break dance maybe start run rain romance baby catch little win streak heart kick heart need little wreck affection love little ache heart heart heart need break yeah need break need sevens fall heaven right like feel luck change heart kick heart need little wreck affection love little ache heart heart heart need break yeah need break yeah need break	sadness
